"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.03594177762888,0.94499136825437,1.12689218700339,"set8"
"Inhibitory Expression",1.19731357282244,1.1109803652373,1.28364678040758,"set8"
"LOEUF",0.546181871680065,0.423425790310339,0.668937953049792,"set8"
"Non-brain expression",0.928359108498228,0.800102828722534,1.05661538827392,"set8"
"Synapse localization",1.10600978976261,0.904204621193468,1.30781495833174,"set8"
