"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.15042919519333,1.02103887458961,1.27981951579705,"set3"
"Inhibitory Expression",1.00746506496303,0.992018204447935,1.02291192547813,"set3"
"LOEUF",0.595238554415781,0.540245745447212,0.65023136338435,"set3"
