"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.15039769984073,1.07958110889769,1.22121429078377,"set7"
"Inhibitory Expression",1.00073725844933,0.998690300836426,1.00278421606223,"set7"
"LOEUF",0.710992927506541,0.620364325773879,0.801621529239204,"set7"
