"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.00960686235293,0.982933936396827,1.03627978830903,"set5"
"Inhibitory Expression",1.05317011018732,0.988524548749869,1.11781567162477,"set5"
"LOEUF",0.576215191003911,0.486767742584246,0.665662639423575,"set5"
