"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.01221801240235,0.988146533119003,1.0362894916857,"set10"
"Inhibitory Expression",1.17391754855125,1.14492714975789,1.20290794734462,"set10"
"LOEUF",0.663302555225739,0.511447299041212,0.815157811410266,"set10"
"Microglia Expression",1.00295204446978,0.99475585505134,1.01114823388821,"set10"
"Synapse localization",1.0153526987519,0.972726773450609,1.05797862405319,"set10"
