"variable","Mean","CI_low","CI_high","group"
"Astrocyte Expression",1.08900247870465,0.998493906677877,1.17951105073142,"set6"
"Cerebellum expression",1.00663598645501,0.988211534343836,1.02506043856619,"set6"
"Excitatory Expression",1.01418780555203,0.989750269613006,1.03862534149106,"set6"
"Inhibitory Expression",1.10805486643084,1.06940338871228,1.14670634414939,"set6"
"LOEUF",0.69523157809833,0.633086943103317,0.757376213093343,"set6"
