"variable","Mean","CI_low","CI_high","group"
"Excitatory Expression",1.05081490043596,0.991267756036646,1.11036204483527,"CRBP"
"Inhibitory Expression",1.00727927817653,0.987068761913928,1.02748979443913,"CRBP"
"LOEUF",0.383524705221657,0.24396246746859,0.523086942974724,"CRBP"
