"coef","variable","OR","group"
-0.721081588438676,"LOEUF",0.486226074954368,"HCRBP"
-0.624334705543462,"LOEUF",0.535617653464284,"HCRBP"
-0.723187391271128,"LOEUF",0.485203256013994,"HCRBP"
-0.504655232514397,"LOEUF",0.60371368039868,"HCRBP"
-0.621164599210181,"LOEUF",0.537318312590641,"HCRBP"
